category,clean_comment,sentiment
"general","yes my wedding is coming september 20 i do my own make up i hope na makaya ko thank you for sharing this make up video toturial","spam"
"general","i love all of them","spam"
"general","neec i have to tell you how much i love you and your videos i truly appreciate and adore how much you help us and your personality is such a blessing sending you new years prayers and blessings i just ordered sunscreen from a company called black girl sunscreen i ordered the one for kids because the spf is higher","spam"
"general","my mom did it for me","spam"
"general","","positive"
"general","","positive"
"general","wow 6 is incredible now she looks half her age","spam"
"general","alr bet","positive"
"general","mashallah","positive"
"general","indiais the best and we like india","spam"
"general","thanks","positive"
"cosmetic","dont need the makeup a beautiful creation","spam"
"general","","positive"
"general","space0fox its possible to not have acne and scars","positive"
"general","india","positive"
"general","oh soooooo beautiful","spam"
"skincare","does chlorine affect skin","positive"
"general","wow you look so nice","spam"
"general","you are beautiful in every style never change yourself to suit someone elses opinion because you are so beautiful and enough","spam"
"general","same","positive"
"general","beautiful which state are you and do you travel for clients your make up is top notch","spam"
"general","thanks dear stay connected","spam"
"general","milk jelly blush its not that hard","spam"
"general","you look so good with every look","spam"
"general","a xd","positive"
"general","they have all happened to me","positive"
"cosmetic","ho 40 sudha hey makeup karu shaktat","positive"
"general","do this","positive"
"general","korean and ukraine are the only ones who did the trend right","spam"
"skincare","screaming man you forgot to masterbatw","negative"
"general","her energy seems so fun","spam"
"general","judigemini178 baby they gone eat this up on tiktok that beehive is now just flies when riri around","positive"
"general","you are crazy pakistan win","negative"
"hair","you have curly hair i see videos of anything","positive"
"general","yesss its a huge giveaway make sure you tell your friends about it and they subscribe hahaha yess i realised that later","spam"
"general","","positive"
"cosmetic","di plzz make self wedding hairstyle and makeup plzzzzzzzzzzzzzzzzzzzz","positive"
"cosmetic","you are so cute without makeup also","spam"
"general","","positive"
"general","bless you for teaching these honest truths to men","spam"
"cosmetic","youre pretty but youre a man and men dont do makeup or use wigs or dress like women what you so is disgusting you think im pretty yeah yeah she is","negative"
"general","yo dont need wigs man you are gorgeous","spam"
"general","why would you cover your natural look its soooo much prettier","spam"
"general","i am south asian and wish i had mono lids","positive"
"general","happy new year domfam i hope to win the surprise box kisses from carla my instagram is sonhosdeumarosadreamsofarose","spam"
"cosmetic","me jamming the the song and kinda crying but her makeup is so good it better than mine","spam"
"general","india","positive"
"general","your probly white as","positive"
"cosmetic","aakaimakeupartistry welcome","spam"
"general","b for benjamin","positive"
"general","does any1 have tips for acne on ur arms i hate mine","negative"
"general","the clotheswhat did i do to deserve this","negative"
"hair","how do you keep the front of your hair up lots of hairspray","positive"
"general","name song","positive"
"general","two","positive"
"general","cute as a button isnt she","spam"
"hair","actually ur hairs are much bigger and hence heavy the reason the braid didnt workk","positive"
"general","","positive"
"general","are you a boy or a girl","positive"
"general","1950s yas","positive"
"general","love the korean","spam"
"general","","positive"
"general","you transitioned so perfectly","spam"
"general","my jaw dropped when i saw tini she was my childhood","spam"
"general","youre gonna get unfollowed too lol","negative"
"general","tes trop belle et le maquillage est baiser du chef","positive"
"general","are didi ji itni overacting kyo","negative"
"general","wa alaikum aslaam jazak allah kher aameen sum aameen","positive"
"general","why she put poop on her face","negative"
"general","you kinda look like keeho from p1harmony","positive"
"general","everyone doesnt look good with a pixie cut or page boybob cut","negative"
"general","did you hid the microphone under you blanket while producing these recordings for the videos either youre too silent or your microphone is broken or you have difficuilties to speak clearly just use a i nobody will judge you for it the opposite i would enjoy your videos more","positive"
"general","pakistani","positive"
"general","woow maam awesome","spam"
"general","nice","spam"
"general","please dont waste those","negative"
"general","hi","positive"
"general","amazing the nose ring looks bomb on you isheetaaa","spam"
"general","","positive"
"general","","positive"
"general","link","positive"
"cosmetic","i am ghazal i love makeup and the","spam"
"general","you can also follow instagram of this brand and you can order fragrances there","positive"
"cosmetic","its not just the haircut and hairstyle its a great makeup","spam"
"general","there 2 young well the girl is im 9","positive"
"cosmetic","jeffree star was wrong about kylies lipstick because i have it and it works he must have got like a bad batch","negative"
"general","","positive"
"general","youre a great business owner salute to you queen","spam"
"skincare","yeah you dont need any make up plus thats how you can ruin your skin its not good for you","negative"
"general","india","positive"
"general","i got liza koshy vibes from this video","spam"
"general","","positive"
"general","aaj tak ki sabse beautiful bride","spam"
"general","anyone calling you ugly has an ugly soul ppl walking round bringing others down to build themselves up no time for that your beautiful","negative"
"general","i want to count his teeth sorry but you cannot convince me this man is human","negative"
"general","are u trans gender","positive"
"general","she is so pretty","spam"
"general","","positive"
"cosmetic","you are beautiful with and with out makeup","spam"
"general","your so gorgeous","spam"
"general","","positive"
"general","","positive"
"general","fry ends","positive"
"general","why is no one talking about the animal crossing theme music in the background","positive"
"hair","your guys hair is so kewl d","spam"
"general","subtract 00625 for the socks","positive"
"hair","itna acha hair tha ye sb krke damage hoga sb ab","positive"
"general","awww its the opposite for me lollll people always not always but yk want the opposite thing lollll","negative"
"general","thank you i look forward to working with you from now on","spam"
"general","people in the comments rihanna doesnt age the girl is only 32 yall act like people in their 30s are supposed to look like old raisins","negative"
"general","all faces are beautiful","spam"
"general","100 years pulled of every single one keep up the good work","spam"
"general","you know she is talking about smell right","positive"
"general","","positive"
"general","slayyyyyyyyyy","positive"
"general","r j","positive"
"general","","positive"
"general","i will say china","positive"
"general","those are two different people","positive"
"hair","hloo nisha mam me jammu se hu or muje permanent hair excitation karwane hai aap plz guide karo gay muje aap se hi karwane hai","positive"
"general","wowsukannya amr pochonder rong black ar blue","positive"
"general","the brown is f blood","positive"
"general","my kindergarten teacher be like","positive"
"general","she is just like robot","negative"
"skincare","you look beautiful im starting my skin xare routine as a man idk what to use","spam"
"cosmetic","0034 captain du bois from madagascar 3 is the french girl makeup archetype","positive"
"general","which sunscreen you are currently using","positive"
"general","hell nahhhhhhh","negative"
"general","ur so good youll need to stop hating haters ur just made u cant so that","spam"
"general","def curls","positive"
"general","seriously are you kidding me","negative"
"general","hindu girl","positive"
"general","","positive"
"general","i like both i am an army of bye and india","spam"
"general","i like her smile","spam"
"general","unsportlich","positive"
"hair","when someone pulls ur hair on a fight","negative"
"general","looks great also the longer you do it the better it looks","spam"
"general","","positive"
"general","cringe","negative"
"general","asia","positive"
"general","all of them","positive"
"general","indiyan fece is good","spam"
"skincare","nendanyaziel iyaa apa ajasay yg penting skinker double cleansing bs jenis cairbalm dsb pke sblm cuci muka dgn sabunfacial wash stlh itu baru facial wash dstsesuai kebutuhan","positive"
"general","osam","positive"
"general","","positive"
"general","does honey work","positive"
"cosmetic","i dont like makeup","negative"
"general","beauty standards","positive"
"general","fais ta juste avancer la vido du coup en fait pas je sais pas comment expliquer mais tu es un peu avanc quand tu as mis les lunettes devant du coup cest comme a que a a un peu russi bah voil si tu veux plus de conseils","positive"
"general","fir tmne mekup q kiya h","positive"
"general","danny is very pretty","spam"
"general","do please","positive"
"general","wow","positive"
"general","no","positive"
"general","this is the most comprehensive make up explanation i have ever encountered thank you so much for putting this out and explaining it in such a detail i have hoped to find this for soo long thank you again","spam"
"general","i","positive"
"general","night look","positive"
"general","mentira noms te pintaste la cara y agarrastr una mscara realista","positive"
"general","i still dont believe it","negative"
"general","omg","positive"
"general","luv ur vids insert 2 boba emojis bc i couldnt find them","positive"
"general","","positive"
"general","thanks","positive"
"general","thats why ur father left you for the adoption center","negative"
"general","ugly","negative"
"general","u look like katie whinney or smt","positive"
"general","good luck","spam"
"general","","positive"
"general","","positive"
"general","esse capa tambm bom colar muito bom quero tirar tira na hora quero colocar qualquer hora posso colocar muito bom","positive"
"cosmetic","i would def give it 810 really loved the combo and it looked amazing style with makeup","spam"
"general","im starting today with the face excersice","positive"
"general","as a cosplayer i relate 100","positive"
"general","10oct","positive"
"general","thank you so much this is very helpful","spam"
"hair","she is shes done videos abt doing her sisters hair","positive"
"hair","dear joan yes i agree that it shouldnt be perfect every hair in place our wigs are easy and this info may help you dani and i create our videos to build confidence in clients who are interested in wigs hairpieces for thousands of reasons such as convenience career travel romance damaged hair or hair loss as a result of stress or medical challenges we dont sell thousands of wigs pieces just ones that look real our products are all highquality synthetic fibers for easy wash wear after washing they dry to the style purchased no heat needed we carry everything youll want or need for your wigs we ship all over the world our website is please check it out we started gsw in 1997 with our retail store still in woodland hills ca heres a link to see our 500 wig videos on our youtube channel clients love to binge watch our wig topics take notes on the colors styles theyd love to own you can order from our website or call us toll free speak to a live wig expert at 877 567 9447 mon fri 830 to 430 pst with any questions our clients own 2 to 20 wigs and love the convenience please subscribe all to our videos on our youtube channel share us with others so we can be hair for them too xo rochelle","spam"
"cosmetic","soooo beautiful without makeupfresh and natural","spam"
"general","thats a lot of contouring going on and the highlight on the tip of the nose is really a trend that has disappeared a long time ago for good reasons","positive"
"general","that level of simp is crazy","positive"
"general","so many answers in one video i absolutely love it thank you","spam"
"general","i think all looks gorgeous i know that youre beautiful in all","spam"
"general","do every single vedio into a vlog","positive"
"general","stunning","spam"
"general","chall nekal boat","positive"
"general","tomar mukher noksha ta khubb sundor di","positive"
"general","just woooww dii","positive"
"general","that is so true","spam"
"general","pretty look pretty person with a pretty heart","spam"
"general","i used the mac 266 brush","positive"
"general","ton","positive"
"general","holy crap that is gorgeousss","spam"
"general","look at her face to her thats not running thats walking","positive"
"general","gatekeeping yuck","negative"
"general","2023","positive"
"general","sab kuch ho jyga bhai pr mutti kese chode","positive"
"general","qayamat","positive"
"skincare","i dont think she should wear that much makeup her skin is beautiful im not a pick me that says eww ur wearing too much makeup","positive"
"general","wow jou are a beauty but dont wear make up its not jou","spam"
"general","","positive"
"general","you are very cute","spam"
"general","","positive"
"cosmetic","love the lipstick","spam"
"hair","if hair wasnt natural it wouldnt grow there like the hair on our heads just because its long does it mean were unhygienic no so why is body hair any different","negative"
"general","good","spam"
"general","","positive"
"general","onggg","positive"
"general","so pretty girl wowwowwo","spam"
"general","pero eso fue una parte de el video mana","positive"
"general","didi akta holud sharee pore lal lips tik diye mekap koro plz plz plz","positive"
"general","","positive"
"skincare","her character in pitch perfect really made me hold a grudge against her for so long lol but shes really so radiant inside and out her hair and skin is a dream omg","spam"
"general","what do you use to keep it healthy","positive"
"general","whats wrong with that","negative"
"general","listen to this never and when i say never starve your self","positive"
"general","dont flex","positive"
"general","blue","positive"
"hair","its freaking wavy hair like editgirl i see no curls","negative"
"general","i love your name its so cute no one have to do that","spam"
"general","","positive"
"general","did she put barbecue sauce on her face","positive"
"general","y its my class mate","positive"
"general","full video please","positive"
"general","i thought he was gonna be a man","positive"
"general","i dont have to grow up","positive"
"cosmetic","aap kitna ganda makeup karte ho aapane to jacqueline ko bhoot","positive"
"general","pls azeribazijan","positive"
"general","daily use krna h","positive"
"general","i love make up as an artist i find this fasinating make up is simply another art form what was the clear plastic thingys you put on your cheeks all my love","spam"
"general","wow wow hot","spam"
"general","","positive"
"general","wow wonderful","spam"
"general","please make more videos","spam"
"general","","positive"
"general","jasmine","positive"
"general","ur welcome","spam"
"general","kya rishta hai","positive"
"general","that shrinkage is crazy so gorgeous sophia","spam"
"general","","positive"
"general","sidha sidha bol na facewash ka advertisement karna h","positive"
"general","apky ball achy hen mery bhi ase hi thy but ab bohat totty hen","positive"
"general","","positive"
"general","nice","spam"
"general","","positive"
"general","yeah har ladki ka bf ka name rahul kiyun hota he who are related like the coment pov just for fun radhe radhe","positive"
"general","boys were make up as well and im your hugest fan","spam"
"general","thank you","spam"
"general","","positive"
"general","pretty","spam"
"general","you look pretty","spam"
"general","why does it have a white layer it looks dusty","negative"
"general","tyghh","positive"
"general","omg","positive"
"general","aap video bnao aur apne channel pe post karke dunia ko sikhao ji thanks","positive"
"general","prize","positive"
"general","i am dude","positive"
"general","","positive"
"cosmetic","mahira is very humble she is very beautiful without makeup","spam"
"general","hes veer","positive"
"general","all of them look beautiful on you","spam"
"hair","how is saying your hair is curly rude","negative"
"general","hindu","positive"
"general","ok its not others problems is ur face is expensive what u gon charge ur bf for that face ur mom too lmao","negative"
"general","oh my god","negative"
"general","","positive"
"general","jay","positive"
"general","kya yrr aj kl ho kya gyaa h kaisi artificial lyf ji rhe h log","positive"
"general","first bhoot second beautiful","spam"
"general","","positive"
"general","super","positive"
"general","happppy birthday","spam"
"general","wow","positive"
"general","skii broke me out in the worst rash of my adult life lasted for months im wondering if its the formula or just essences in general im afraid of them now","negative"
"general","im a boy and thats a black buttons","positive"
"cosmetic","what lipstick u used mam","positive"
"general","ne lii na lj","positive"
"general","","positive"
"general","phle hi thik thi","positive"
"general","wow so beautiful and elegant","spam"
"cosmetic","let me manfix it for you actual no makeup what guys means when saying no makeup and then there is make up girls think we think is no makeup we have eyes we see the 5cm layer of foundation on your face","positive"
"cosmetic","makeup","positive"
"cosmetic","she literally looks so pretty before and after the makeup was amazing and even before she looks like a literal snow goddess so pretty","spam"
"general","my bf said jello candy","positive"
"hair","beautiful hair anushka","spam"
"general","this was such a slay omg","spam"
"general","this world is cruel sure sure a girl is obese and everyone supports her a boy is obese and nobody cares hate me all you want im aware people are telling her shes fat too","negative"
"general","love from pakistan","spam"
"general","thanks","positive"
"general","user101h8t ye ik i just still dont like it even when it comes off more","negative"
"general","i love how u r ne your self i dont care if your bald your the best never be sad of what other people say","spam"
"general","aww i love that i bet your gorgeous","spam"
"general","","positive"
"general","the jaw line","positive"
"general","your chopped","positive"
"general","my brother said strawberry jelly","positive"
"general","behn ye nhi batai khana khate waqt kya taste aa raha tha ur paani peene waqt bhi","positive"
"general","sego","positive"
"general","it looks amazing mashallah it totally changed ur look","spam"
"general","lol","positive"
"cosmetic","makeup to itna chardha li hai per nikalegi kaise she is more beautiful naturally dont b fake dear may god bless u","spam"
"general","","positive"
"general","thank you","spam"
"general","ye sab na na faltu hack kiya karo na logo ko suggest kiya karo sis aise v beauty product ki bharmaar pari haimarket merisky thing mat karolog divert hoge","positive"
"general","who the hell is this woman in the audio girl no one cares let ppl do what they want with their damn face","negative"
"general","2010 suits well","spam"
"general","you are absolutely stunning","spam"
"general","206207","positive"
"general","africa","positive"
"general","atleast nobody be telling you that ur balding and if someone says its youre i will break something","negative"
"skincare","this tan on your beautiful skin","spam"
"general","interested","positive"
"general","","positive"
"general","creeped out","positive"
"hair","50 bald and 50 ginger bc it look like your natural hair","positive"
"general","1960 and 2010","positive"
"general","majority of the women experience this they get shamed for wearing make up then some man will show a naturally pretty woman who is literally wearing all types of make up","positive"
"general","nice","spam"
"general","","positive"
"general","2016 and 2025","positive"
"general","lucky","negative"
"general","u r very beautiful","spam"
"general","disclaimer this video is sponsored by miss ross","positive"
"general","","positive"
"general","obsessed","negative"
"general","mam ye extension kitne days ke liye hota h","positive"
"general","brown hits different","positive"
"general","darkedit11","positive"
"general","song","positive"
"general","thanks very much","spam"
"general","comedyshortsincu sound like does 11 year old boys who try to be like does dumba alpha males","negative"
"general","aap bengali ho ho","positive"
"general","you guys are queens","spam"
"general","i love philippines","spam"
"general","its cute i love her looks and not to be offensive you look like a cute dalmatian","spam"
"cosmetic","your a beautiful woman with out wig or makeup","spam"
"general","are you feeling repelle me begging at his feet me teach me","positive"
"cosmetic","hopefully doja cat wont see this makeup","positive"
"general","","positive"
"general","why do girls always feel the need to pout their lips when taking pictures","negative"
"general","l love this colour","spam"
"general","v","positive"
"general","get the man off of my feed","negative"
"general","how the fuck was it like 4 different colors across the video","negative"
"general","the girl in the interview is the definition of a pick me","positive"
"hair","that hair color is gorgeous on you and it doesnt hurt that you are stunning yourself love the content","spam"
"general","thanks for the inspiration i now know what i want for carnival","spam"
"general","shes right i used to be so obsessed with make up and now i dont even use it at all unless i need to","negative"
"general","ekdam jaise laiba khan","positive"
"general","","positive"
"general","beautiful","spam"
"general","not really","positive"
"general","sa teva trop bien","positive"
"general","u dont look greek ok lemme just turn into olive oil","negative"
"general","youre welcome bestie","spam"
"general","","positive"
"general","stop fishing for compliments my gosh","negative"
"general","you are gorgeous","spam"
"general","","positive"
"general","wow","positive"
"general","caper gk sihh","positive"
"general","does anyone else hear a very high pitched like static sound in the back of her videos","positive"
"general","yah l am seeing results l advice to do it for so months or a year dont press to hard do it softly","positive"
"skincare","wowbest skincare for menswaiting for ur next vdo apu","spam"
"general","pov she look like a beautiful filter","spam"
"cosmetic","men wearing makeup is just","negative"
"general","women get boob jobs and other cosmetic surgeries while limb lengthening is more of the extreme its the same principle women shouldnt judge given time improvement with technology will improve these type of surgeries","positive"
"general","im a boy","positive"
"general","mn mn me hi khub rona aaya hoga","positive"
"general","i feel bad for you","negative"
"cosmetic","after makeup she exactly looks like lovely youtuber nilanjana dhar","spam"
"general","didi tomaka vison valo lage love you di","spam"
"cosmetic","if u combine this with the porcelain doll makeup trend it would look so good","spam"
"general","looks good","spam"
"general","absolutely gorgeous","spam"
"general","again this shit still goin on huh such lifeless people man leave them alone","negative"
"general","black tea","positive"
"general","lip balm","positive"
"general","ew","positive"
"general","its been 5 years lol","positive"
"general","her face whenever youre first start working on her and you pull her out of her grave shes like why did you pull me out i was sleeping","positive"
"general","pls do","positive"
"general","yes","positive"
"skincare","hello thank you for your comment keep supporting us we have a wide range of skincare products which you can check out on our website thank you","spam"
"general","","positive"
"general","elle est golle c vrait yeux","positive"
"general","how is it my business","positive"
"general","nigatkhan3621 yapppp","positive"
"general","omg so cute","spam"
"general","pls","positive"
"general","passed the entreviw","positive"
"general","","positive"
"general","my natural lips look like this","positive"
"general","very beautiful i purple you everyone","spam"
"general","","positive"
"general","","positive"
"general","","positive"
"hair","whats this hairstyle called","positive"
"general","yassssss","spam"
"general","you slayed this transition","spam"
"general","","positive"
"general","frndship krogi mujhse","positive"
"general","made it better","spam"
"general","amazing","spam"
"general","i love you","spam"
"general","i love the idea","spam"
"general","personally i cant relate bc i go to an all girls school","negative"
"general","algermia pliiiiiz","positive"
"general","you look stunning i love it","spam"
"general","built in pillow","positive"
"general","iamapersont6s and yes she does address it in the video did you watch the entire thing","positive"
"general","muslim","positive"
"general","yessss finally a real queen","spam"
"general","this audio make me wanna watch it again its so dramatic the audio ahhh","spam"
"general","i really wanna see brad react to brunette to ginger videossss","positive"
"general","shes giving riri","positive"
"general","hayeee kisi ki nazar na lage apko didu btw u prove that colour doesnt matter and all colors are beautiful","spam"
"general","both were good","spam"
"general","bald and blond","positive"
"general","can you do this","positive"
"hair","telling people to pluck their facial hair is some really bad advice u shouldnt pluck facial hair because if u ever want a beard when ur older u cant anymore","negative"
"general","super se bhi uper","positive"
"general","245 are best","spam"
"general","can u do","positive"
"general","ella es bonita con y sin maquillaje envidiosas son las que le dicen comentarios despectivos","positive"
"general","userit5po2dq9w um look at dua lipa lol she has some masculine features not completely but there are some","positive"
"cosmetic","this is power off makeup","positive"
"general","i hate her she is too much","negative"
"general","women out here hatin on the short kings while us men have to worry about this type of cat fishery","negative"
"general","why do you look so angry all the time","negative"
"general","oh god help men be men","positive"
"general","indian","positive"
"general","is she saying allahs name in the bathroom","positive"
"general","plz","positive"
"general","these are wonderful tips thank you","spam"
"general","i just watched it its not as good as the first one","negative"
"general","looking like a ghost","negative"
"general","they work and as a person with long lashes born with i hate it so why would i get longer lashes right ofc i will never do it because i get enough lashes in my eyes every day","negative"
"general","proud 2 be asian","spam"
"general","do it","positive"
"skincare","before i said to myself im not skinny enough but ur the one who made me think im pretty the way i am u made my day","spam"
"general","adaptive preferences do hurt women its not your choice when you forced to do that its also keep women poor to make them more available for males to abuse","negative"
"general","","positive"
"general","ikr how do i stop this","negative"
"general","thank mam pehale bleach bad me facial","positive"
"general","muslims","positive"
"hair","oh this video was about hair products","positive"
"general","well done my dear","spam"
"general","thank you","spam"
"cosmetic","plz smal eyes pe makeup krny pe ak video bnay","positive"
"general","nice da","spam"
"general","pantes di liatin sama teman sekelas cowok lagi karna kk ny cantik bgt","positive"
"general","abosyoi parbe","positive"
"general","both","positive"
"general","red heads","positive"
"general","she was","positive"
"general","babyy","positive"
"general","","positive"
"general","boycottrarebeauty","negative"
"general","voc arrasa muito biaa","positive"
"cosmetic","radha jaisa makeup boyfriend se milane ke liye","positive"
"general","well alright now fabulous","spam"
"general","not to be rude but how did you write that","negative"
"general","smell like fish","positive"
"general","if youre old here im courtney ryan rotflmao","positive"
"general","2010s the finger its so funny","spam"
"general","shes actually really correct other than the fact that shes wearing make up herself im not talking about the person in the video im talking about the person in the audio sometimes some make up can put some stuff on your face and you have to buy more when you dont know the make up is whats making you react","positive"
"hair","i have both straight and curly hair","positive"
"general","2 bar","positive"
"general","b f mobile se baat karti hai ki mobile ke cover se","positive"
"cosmetic","wowamazingu luk so beautiful sis recently i was watching ur video so many changes in ur makeupu keep rockingsis best wishes","spam"
"cosmetic","my brother said makeup sponge","positive"
"cosmetic","my question is what foundation is this and where to buy","positive"
"general","zabardast","negative"
"general","br","positive"
"general","yoo yall me need to grow up or go to another country","negative"
"general","shayla mcbroom is that you","positive"
"general","night","positive"
"general","pls open a game plsss","positive"
"general","who thinks that denny did it better than the person in the video itself","positive"
"general","why are you bald","negative"
"general","whats the difference between white and brown","positive"
"general","i swear if anyone from my school sees this lm cooked more down almost there m","positive"
"general","voc linda de qualquer jeito","positive"
"general","all","positive"
"general","desi","positive"
"general","i thought it was kinda giving crazy barbie anyone else","positive"
"hair","ewwwww you dont need make up or hair you are pretty the way you are i love you","spam"
"general","i think its fake tan fading unevenly","negative"
"general","","positive"
"general","","positive"
"general","thank you for watching video if you enjoy it please like share and subscriber to support our channel","spam"
"general","atleast dont copy someone else face for thumbnails","positive"
"general","thats fabbbb sis","positive"
"general","teenage me bra hi ni pasand tha","positive"
"general","","positive"
"general","funny","spam"
"general","","positive"
"general","hi peachie","positive"
"general","dr sania is a lady from paradise and will be surely go back to paradise she is living legend and her performance during pm imran khan were out standing ahsaas program is launched by her and it was very successful people still appreciate her services allah keep her blessed always with good health and happiness amin her talks brought tears in my eyes","spam"
"general","bhi ye buty parler vali hai","positive"
"general","nice hi","spam"
"general","bts","positive"
"general","k dont even play you cant say she didnt eat","negative"
"general","ok ok slayyyy queen","spam"
"general","night is so funny i love you too and","spam"
"general","so beautiful my di happy diwali in advance","spam"
"general","who else thinks denis version looks better","positive"
"general","moana and jasmine combined","positive"
"general","thank you","spam"
"general","what products from moroccanoil do you use i have the oil and been using it for years","positive"
"general","du bist schon eine nuts ne","positive"
"general","you look more beautiful than her","spam"
"general","1930 and 1960 and 1990 and 2010 and 2020","positive"
"general","tamsak done host lyn o here","positive"
"general","dollar tree press on nails","positive"
"general","nice","spam"
"general","this means a lot to me bc im pansexual","spam"
"general","i guess she is good now","spam"
"general","","positive"
"general","","positive"
"general","i love it","spam"
"general","","positive"
"general","local kylie","positive"
"general","wow super model looks","spam"
"general","youre hilarious","spam"
"general","so cute","spam"
"general","","positive"
"general","","positive"
"general","","positive"
"skincare","my father said uhhh the pat pat pat its what your mom used to cover her skin","positive"
"general","india buityfull","positive"
"general","sugar is my favourite all my love happy new year","spam"
"general","f","positive"
"cosmetic","purple colour kis outfit ke sath kaun si lipstick lagaye","positive"
"general","desi","positive"
"general","slay girl","positive"
"general","","positive"
"general","ahh ryan this is life changing","spam"
"general","no precisa botar a boca no microfone no oxe o que voc quer comer n pode comer","positive"
"general","shineever is it also work for me because i am ordering now","positive"
"general","you missed a couple steps like aegyo","negative"
"hair","literally me i have wavy hair","positive"
"general","you are soooo beautiful","spam"
"hair","you dont have curly hair","positive"
"general","mam make a vedio on upper lip make slim","positive"
"general","he is a miracle worker amazing","spam"
"general","prompt rtablissement tous les malades bravo pour votre courage madame","positive"
"hair","apparently is a hair dye lol","positive"
"cosmetic","idk bro ive been seeing you do your own makeup for a long time and this is not you it doesnt look cohesive it looks like youve got 5 shades of brown in different parts","negative"
"hair","i do not agree black hair dose grows maybe maybe it doesnt grow that fast yes maybe other nationalities","negative"
"general","lip liner shade no pls","positive"
"general","i love all","spam"
"general","he","positive"
"general","modern generation remember the old generation they are warriors and what are you","positive"
"general","india is best","spam"
"general","","positive"
"general","needs to be even shorter","positive"
"general","i dont wear make up at alli have imperfections and i can see its not a problem to get attentioneven when you dont want it","positive"
"general","beginning end","positive"
"general","sehr coole aktion","positive"
"general","india is always best and now also","spam"
"cosmetic","eye makeup remov kese krenge","positive"
"general","hindu","positive"
"general","lol","positive"
"general","1960s reminds me of a person named barbara","positive"
"general","","positive"
"general","fat people are also humans plz dont treat them like stray dogs","negative"
"general","phone nahin hai vah phone cover hai vah","positive"
"general","aww thank you dear please share","spam"
"cosmetic","korean makeup","positive"
"general","dahi","positive"
"general","didivai tumi live video koro na go","positive"
"general","day and night look","positive"
"general","yall just hating on a child rude","negative"
"general","","positive"
"general","youre right their queens","positive"
"skincare","omg what a transformation you have a magic in your hand with any kind of skin tone","positive"
"general","the girl in the audio is making me cringe typical not like other girls type shit","negative"
"general","kiero hacerme un corte asi","positive"
"cosmetic","the korean side is the makeup i wear","positive"
"general","i had the crying game vibes","negative"
"general","la","positive"
"general","you are very bad app result show q nhi krti","negative"
"general","shes so relatable","spam"
"general","make a one video daily please","positive"
"general","well depending on how close youre to the bride in india you could effort to look like a 8 or even a 9","positive"
"general","beautiful shivi","spam"
"general","1980s","positive"
"general","those before photos were after you were done swimming bruh","positive"
"general","the first one is karen 101","positive"
"general","","positive"
"general","du","positive"
"general","","positive"
"general","beautiful","spam"
"general","very nice","spam"
"general","thanks","positive"
"general","beautiful","spam"
"hair","we wish we dont ware hijab to do the cute hair styles","positive"
"general","","positive"
"general","m his name is malachi","positive"
"general","if she is comfortable with her weight its really not your business any health problems that arise which can happen to people of any size are only the business of the unhealthy and their doctors also minding everyone elses business clearly shows that youre not doing too hot either","negative"
"general","if yeah whos ur girlfriend","positive"
"general","pero si tiene talento","positive"
"general","nice","spam"
"general","she is wearing her sisters dress in the end","positive"
"cosmetic","you are college pass girl because you are have so many makeup and how your mother allow you to do do so many makeup","positive"
"general","she is like a magician what a big difference cant wait to try all of her tips","spam"
"general","angry girl","negative"
"cosmetic","bridal or party makeup used in palour is here","positive"
"general","fast furious is my favorite too","spam"
"general","didi dedh sau rupay ka headphone lga k kattii jehar kattti jehr khti hwhi waali didi h ye","positive"
"general","nah not enough spray deodorant","negative"
"general","you look like areanda granda on the last one","positive"
"general","c for crush","positive"
"general","i live in md","positive"
"general","","positive"
"general","wow","positive"
"general","idon t like","positive"
"general","wow eniola thank you very much for this information very educational but i have question do these routines apply to the face as well","spam"
"general","try the back friking idiots think shes fakin","negative"
"general","fambruh","positive"
"general","is she a mathematics artist lol what i search what i got","positive"
"general","1","positive"
"general","india","positive"
"general","beautiful","spam"
"general","you talk way too much less talk more action","negative"
"cosmetic","she looks like a normal human to me with and without makeup if you think youre way more prettier than her without makeup that u are giving opinions on someones body when no one asked them maybe try going for miss universe","positive"
"general","i just realised you have just one video on your channel but i subscribed cus i enjoyed it and i wanna see more stuff","spam"
"general","you look beautiful in ginger and your natural self","spam"
"general","contact lenses shade name plz","positive"
"general","tu pagal hai tu pagal hai tu pagal hai tu pagal hai tu mere paas kuch nahi ho sakta h kya hai tu mere paas kuch nahi hai tu mere paas kuch nahi hai tu","positive"
"general","","positive"
"general","not even kylie jenner looks like kylie jenner anymore","positive"
"hair","why do you tease the hair","negative"
"cosmetic","horrible thats not the same lipstick","negative"
"general","india","positive"
"general","nice look","spam"
"cosmetic","i have face shape similar to yours and trying to figure out a suitable look for myself your video is really helpful and you look amazing with this makeup look hope you create more makeup tutorials tysm","spam"
"hair","cute idea my hair has to get a little longer for me to try this trick but im definitely going to try it on my 4 year old granddaughter whose hair is always in her face and it drives me crazy","spam"
"general","ha ha you are soo hilarious","spam"
"general","my anxiety when i saw it it her eyes","positive"
"general","","positive"
"general","","positive"
"general","rashadslife no way you paid 100 hell nah i was thinking bout getting one till i saw the price shit ill just get a lil spin brush thanks anyway g","positive"
"general","damn sexy af hello bae took the assignment to another level","spam"
"general","that is sosososooooo good i could never","spam"
"general","love","spam"
